,Initials,Country  ,Context,Example,Stock decline,Sp. distributional shifts,Ocean acidification,Extreme climatic events,Uncertainty (ecological),Market changes,Regulation change,Consolidation,Globalization,Uncertainty (social),Community,Implemented,Anticipatory,Responsive,Both,Internat.,Nat. govt.,Region. govt.,Local govt.,NGO,Uni.,Community assoc.,Business coop.,Business,Individual,,Reduce stressor,Reduce sensitivity,Cope,No change,Take advantage,Source,Notes,Confidence,,,,,
1765,HW,AUS,CC,Adaptation programs,2,,,1,,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to CC driven climate challenge (thermal shock extreem event); stock enhancement (selective breeding for thermal resistance),5,,,,
1766,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven reduced productivity; Reduce TACC,5,,,,
1767,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven reduced productivity; Spatial management of catch controls,5,,,,
1768,HW,AUS,CC,Research,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven reduced productivity; Review harvest strategy,5,,,,
1769,HW,AUS,CC,Adaptation programs,2,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven reduced productivity; Stock enhancement, selective breeding for thermal resistance",5,,,,
1770,HW,AUS,CC,Adaptation programs,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven reduced productivity; Translocation,5,,,,
1771,HW,AUS,CC,Research,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven biological changes; periodic reviews of biological parameters,5,,,,
1772,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven biological changes; spatial management, variable MLL's and catch controls",5,,,,
1773,HW,AUS,CC,Research,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven biological changes; review harvest strategy,5,,,,
1774,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven biological changes; Reduce TACC,5,,,,
1775,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven biological changes; closed season (with accompanying open season each year),5,,,,
1776,HW,AUS,CC,Review program/regulations,2,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven disease expression ; design comprehensive biosecurity system,5,,,,
1777,HW,AUS,CC,Adaptation programs,2,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven disease expression ; stock enhancement (selective breeding for disease resistance),5,,,,
1778,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven disease expression ; closed season (with annual open season each year),5,,,,
1779,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven disease expression ; spatial management (variable MLL's and catch controls),5,,,,
1780,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven disease expression ; Reduce TACCS,5,,,,
1781,HW,AUS,CC,Investment in new gear or innovations,,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven reductions in product quality; alter handling processes, including timing of fishing",5,,,,
1782,HW,AUS,CC,Market diversification,,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven reductions in product quality; vary/develop alternate products/markets for greenlip and blacklip,5,,,,
1783,HW,AUS,CC,Enforcement,,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven reductions in product quality; closed season (with annual open season),5,,,,
1784,HW,AUS,CC,Reductions in other stressors,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,x,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven alterations to habitats; undertake compeditor/predator kills,5,,,,
1785,HW,AUS,CC,Reductions in other stressors,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,x,x,,,x,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven alterations to habitats; fishery & product development (e.g. urchin (Centrostaphanus)),5,,,,
1786,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven alterations to habitats; Reduce TACCs,5,,,,
1787,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven alterations to habitats; Spatial management - catch controls,5,,,,
1788,HW,AUS,CC,Research,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven alterations to habitats; Review harvest strategies,5,,,,
1789,HW,AUS,CC,Restoration,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven alterations to habitats; Habitat enhancement,5,,,,
1790,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven alterations to habitats; closed season (with open season each year),5,,,,
1791,HW,AUS,CC,Coordination and organization,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven alterered weather patterns; Prioritise fishing trips including fleet mobilisation,5,,,,
1792,HW,AUS,CC,Investments to improve value chain,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven alterered weather patterns; Increase use of 'mother boats',5,,,,
1793,HW,AUS,CC,Adaptation programs,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven alterered weather patterns; change number of divers,5,,,,
1794,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven alterered weather patterns; stop fishing to increase biomass (raise CPUE),5,,,,
1795,HW,AUS,CC,Review program/regulations,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven alterered weather patterns; Carry quota across years,5,,,,
1796,HW,AUS,CC,Review program/regulations,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven alterered weather patterns; Introduce flexibility in quota transfers,5,,,,
1797,HW,AUS,CC,Enforcement,2,,1,,,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven increases in ocean acidification; Reduce TACC's,5,,,,
1798,HW,AUS,CC,Enforcement,2,,1,,,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven increases in ocean acidification; Spatial management,5,,,,
1799,HW,AUS,CC,Research,2,,1,,,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the abalone fishery in SE Australia in response to possible CC driven increases in ocean acidification; Review harvest strategy,5,,,,
1800,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven changes to productivity and/or availibility; Reduce TACC,5,,,,
1801,HW,AUS,CC,Adaptation programs,2,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven changes to productivity and/or availibility;  Reduce effort,5,,,,
1802,HW,AUS,CC,Investment in new gear or innovations,2,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven changes to productivity and/or availibility;  adapt gear to reduce impact on juveniles,5,,,,
1803,HW,AUS,CC,Research,2,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven changes to productivity and/or availibility;  Improve larval survival,5,,,,
1804,HW,AUS,CC,Market diversification,2,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven changes to productivity and/or availibility;  Harvest alternative species,5,,,,
1805,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven changes to productivity and/or availibility;  Temporal or spatial closure for juveniles,5,,,,
1806,HW,AUS,CC,Adaptation programs,2,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven changes to productivity and/or availibility;  extend quota period (e.g. to increase profitibility of fishery you could apply quota over longer periods),5,,,,
1807,HW,AUS,CC,Investment in new gear or innovations,,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven changes to spawning biomass (biological change such as changes to timing of spawning, spread of spawning aggregations and spawning locations rather than stock decline); Improve fish finding technology",5,,,,
1808,HW,AUS,CC,Investments to improve value chain,,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven changes to spawning biomass (biological change such as changes to timing of spawning, spread of spawning aggregations and spawning locations rather than stock decline); increase number of vessels (smaller) to find fish",5,,,,
1809,HW,AUS,CC,Investments to improve value chain,,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven changes to spawning biomass (biological change such as changes to timing of spawning, spread of spawning aggregations and spawning locations rather than stock decline); shift timing/location of fishing operations",5,,,,
1810,HW,AUS,CC,Enforcement,,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven changes to spawning biomass (biological change such as changes to timing of spawning, spread of spawning aggregations and spawning locations rather than stock decline); spatial management/assessment",5,,,,
1811,HW,AUS,CC,Research,2,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven biological changes (Life hsitory change (FIE and/or plastic change)); Periodic review of biological parameters,5,,,,
1812,HW,AUS,CC,Adaptation programs,2,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven biological changes (Life hsitory change (FIE and/or plastic change)); Adapt management if change to biological paremeters (see other related row) is detected.,5,,,,
1813,HW,AUS,CC,Adaptation programs,2,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven increased disease expression; Design comprehensive biosecurity system,5,,,,
1814,HW,AUS,CC,Research,2,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven alteration to habitats (changes to abundance of predators/compeditors/prey); Periodic review of biological parameters,5,,,,
1815,HW,AUS,CC,Research,2,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven alteration to habitats (changes to abundance of predators/compeditors/prey); Adapt assessment of populaiton accordingly (if changes to biolocal parameters detecte (see related row)),5,,,,
1816,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven alteration to habitats (changes to abundance of predators/compeditors/prey); Adjust TACC,5,,,,
1817,HW,AUS,CC,Research,2,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven alteration to habitats (changes to abundance of predators/compeditors/prey); Review harvest strategy,5,,,,
1818,HW,AUS,CC,Investments to improve value chain,,,,1,,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the blue grenadier fishery in SE Australia in response to possible CC driven altered weather patterns; Change frequency/duration of fishing trips,5,,,,
1819,HW,AUS,CC,Enforcement,3,2,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven reduced productivity and availability (Northward extension of distribution is reduced, timing of peak local abundance changes and negative effects on recuitment); reduce target effort through spatial closures",5,,,,
1820,HW,AUS,CC,Enforcement,3,2,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven reduced productivity and availability (Northward extension of distribution is reduced, timing of peak local abundance changes and negative effects on recuitment); reduce targeted effort through temporal closures",5,,,,
1821,HW,AUS,CC,Investments to improve value chain,3,2,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven reduced productivity and availability (Northward extension of distribution is reduced, timing of peak local abundance changes and negative effects on recuitment); shift fishing operations (regional)(fishers benefit)",5,,,,
1822,HW,AUS,CC,Market diversification,3,2,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven reduced productivity and availability (Northward extension of distribution is reduced, timing of peak local abundance changes and negative effects on recuitment); Change target species (local)",5,,,,
1823,HW,AUS,CC,Investments to improve value chain,3,2,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven reduced productivity and availability (Northward extension of distribution is reduced, timing of peak local abundance changes and negative effects on recuitment); Change seasonal fishing activities/methods",5,,,,
1824,HW,AUS,CC,Coordination and organization,3,2,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven reduced productivity and availability (Northward extension of distribution is reduced, timing of peak local abundance changes and negative effects on recuitment); Implement single cross-jurasdictional management/access arrangements across stock range (sharing east coast stock across state jurasdictions)",5,,,,
1825,HW,AUS,CC,Enforcement,3,2,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven reduced productivity and availability (Northward extension of distribution is reduced, timing of peak local abundance changes and negative effects on recuitment); Revise restrictions (size, bag, gear limits)",5,,,,
1826,HW,AUS,CC,Restoration,3,2,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven reduced productivity and availability (Northward extension of distribution is reduced, timing of peak local abundance changes and negative effects on recuitment); Stocking of nursery areas",5,,,,
1827,HW,AUS,CC,Research,,1,,,2,,,,,,N,N,x,,,,,,x,,,,,,,,,,,,,x,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven Increased productivity and availability (southward shift in southern range (Tas)); Initiate research/monotoring program on potential new fishery (find out about biology),5,,,,
1828,HW,AUS,CC,Adaptation programs,,1,,,2,,,,,,N,N,x,,,,,,x,,,,,,,,,,,,,x,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven Increased productivity and availability (southward shift in southern range (Tas)); Develop fishery plan/fishery expansion plan,5,,,,
1829,HW,AUS,CC,Adaptation programs,,1,,,2,,,,,,N,N,x,,,,,,x,,,,,,,,,,,,,x,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven Increased productivity and availability (southward shift in southern range (Tas)); Establish new fishery,5,,,,
1830,HW,AUS,CC,Enforcement,,1,,,2,,,,,,N,N,x,,,,,,x,,,,,,,,,,,,,x,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven Increased productivity and availability (southward shift in southern range (Tas)); Implement restrictions,5,,,,
1831,HW,AUS,CC,Coordination and organization,,1,,,2,,,,,,N,N,x,,,,,,x,,,,,,,,,,,,,x,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven Increased productivity and availability (southward shift in southern range (Tas)); Impllment singel cross-jurasdictional management/ access arrengments across stock range (across east coast between traditioanl state jurastioctions),5,,,,
1832,HW,AUS,CC,Review program/regulations,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven alterations to habitats (changed abundance of predators, compeditors and prey); Reduce fishing effort on snapper",5,,,,
1833,HW,AUS,CC,Adaptation programs,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven alterations to habitats (changed abundance of predators, compeditors and prey); Shift fishing effort to other species",5,,,,
1834,HW,AUS,CC,Adaptation programs,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven alterations to habitats (changed abundance of predators, compeditors and prey); Alter fishing activities/methods",5,,,,
1835,HW,AUS,CC,Restoration,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven alterations to habitats (changed abundance of predators, compeditors and prey); Stockign of nursery areas",5,,,,
1836,HW,AUS,CC,Review program/regulations,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven alterations to habitats (changed abundance of predators, compeditors and prey); Review menagement (harvest) of prey species",5,,,,
1837,HW,AUS,CC,Adaptation programs,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven alterations to habitats (changed abundance of predators, compeditors and prey); Implement control measures on pest species/new compedititors",5,,,,
1838,HW,AUS,CC,Enforcement,1,,,,,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven declines in other assiciated target species (resulting in increaseing tergeting of snapper); Reduce fishing effort on snapper ,5,,,,
